"sample","keggid","gene","pathway","tpm","num_reads"
"A_dentosus_BEC331","K11962","urtABCDE","urea transport",4110.088867,11
"A_dentosus_BEC331","K00362","nirBD","dissimilatory nitrate reduction",4029.739281,12
"A_dentosus_BEC331","K11962","urtABCDE","urea transport",5686.440609,13
"A_dentosus_BEC331","K00122","fdhF","reductive acetogenesis",3171.360308,14
"A_heterognathus_BEC338","K00266","gltBD","glutamate synthesis",2033.466797,10
"A_heterognathus_BEC338","K11962","urtABCDE","urea transport",842.712703,18
"A_heterognathus_BEC338","K00266","gltBD","glutamate synthesis",1364.462955,11
"A_heterognathus_BEC338","K11960","urtABCDE","urea transport",3525.183552,5
"A_heterognathus_BEC338","K11959","urtABCDE","urea transport",3525.183552,5
"A_heterognathus_BEC338","K11962","urtABCDE","urea transport",896.327758,20
"A_heterognathus_BEC338","K11962","urtABCDE","urea transport",896.327758,20
"A_heterognathus_BEC338","K11962","urtABCDE","urea transport",1905.914187,32
"A_heterognathus_BEC338","K00266","gltBD","glutamate synthesis",796.098827,29
"A_heterognathus_BEC338","K00371","narGHI","dissimilatory nitrate reduction",1762.134309,19
"A_heterognathus_BEC338","K00625","pta","reductive acetogenesis",1762.134309,19
"A_heterognathus_BEC338","K00370","narGHI","dissimilatory nitrate reduction",1762.134309,19
"A_heterognathus_BEC338","K00370","narGHI","dissimilatory nitrate reduction",1762.134309,19
"A_heterognathus_BEC338","K00370","narGHI","dissimilatory nitrate reduction",1762.134309,19
"A_heterognathus_BEC338","K11962","urtABCDE","urea transport",1338.723623,42
"A_heterognathus_BEC338","K11962","urtABCDE","urea transport",1096.967387,25
"A_heterognathus_BEC338","K11963","urtABCDE","urea transport",966.556146,20
"A_heterognathus_BEC338","K11962","urtABCDE","urea transport",2411.154727,17
"A_heterognathus_BEC338","K11962","urtABCDE","urea transport",1005.897164,40
"A_heterognathus_BEC338","K00625","pta","reductive acetogenesis",1242.256407,16
"A_heterognathus_BEC338","K00266","gltBD","glutamate synthesis",2198.713979,21
"A_heterognathus_BEC338","K00370","narGHI","dissimilatory nitrate reduction",1432.258032,25
"A_heterognathus_BEC338","K11962","urtABCDE","urea transport",1169.878803,55
"A_heterognathus_BEC338","K11962","urtABCDE","urea transport",631.465845,10
"A_heterognathus_BEC338","K11962","urtABCDE","urea transport",631.465845,10
"A_heterognathus_BEC338","K11962","urtABCDE","urea transport",1301.000008,10
"A_heterognathus_BEC338","K00266","gltBD","glutamate synthesis",917.104873,23
"A_heterognathus_BEC338","K00395","aprAB","sulfate reduction",1763.314284,38
"A_heterognathus_BEC338","K11962","urtABCDE","urea transport",1254.541075,39
"A_heterognathus_BEC338","K00925","ack","reductive acetogenesis",1093.702476,34
"A_heterognathus_BEC338","K11960","urtABCDE","urea transport",1192.338695,8
"A_heterognathus_BEC338","K11963","urtABCDE","urea transport",1496.251908,15
"A_heterognathus_BEC338","K00370","narGHI","dissimilatory nitrate reduction",1324.715196,24
"A_heterognathus_BEC338","K00370","narGHI","dissimilatory nitrate reduction",1324.715196,24
"A_heterognathus_BEC338","K00370","narGHI","dissimilatory nitrate reduction",1324.715196,24
"A_heterognathus_BEC338","K00370","narGHI","dissimilatory nitrate reduction",1324.715196,24
"A_heterognathus_BEC338","K00926","arcC","arginine synthesis",1144.912793,13
"A_heterognathus_BEC338","K11960","urtABCDE","urea transport",757.172404,20
"A_heterognathus_BEC338","K11963","urtABCDE","urea transport",3208.526491,5
"A_heterognathus_BEC338","K00395","aprAB","sulfate reduction",1435.871635,20
"A_heterognathus_BEC338","K11963","urtABCDE","urea transport",10046.41455,95
"A_heterognathus_BEC338","K11962","urtABCDE","urea transport",1264.794929,24
"A_heterognathus_BEC338","K11962","urtABCDE","urea transport",44919.370877,70
"A_laurensis_BEC5","K11962","urtABCDE","urea transport",1845.717228,8
"A_laurensis_BEC5","K11962","urtABCDE","urea transport",565.47394,2
"A_laurensis_BEC5","K00198","acsABCDE","reductive acetogenesis",4330.114275,77
"A_laurensis_BEC5","K00958","sat","sulfate reduction",1875.53063,21
"A_laurensis_BEC8","K11962","urtABCDE","urea transport",17509.176734,29
"A_laurensis_BEC8","K11962","urtABCDE","urea transport",17509.176734,29
"A_laurensis_BEC8","K11962","urtABCDE","urea transport",17509.176734,29
"A_laurensis_BEC8","K11962","urtABCDE","urea transport",17509.176734,29
"A_laurensis_BEC8","K11963","urtABCDE","urea transport",1339.462574,3
"A_laurensis_BEC8","K11962","urtABCDE","urea transport",872.35153,6
"A_laurensis_BEC8","K00395","aprAB","sulfate reduction",1359.421991,41
"A_laurensis_BEC8","K11962","urtABCDE","urea transport",1690.591826,16
"A_laurensis_BEC8","K00395","aprAB","sulfate reduction",9589.028579,31
"A_obeuntis_BEC335","K00395","aprAB","sulfate reduction",506.810472,10
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",1199.81852,15
"A_obeuntis_BEC335","K11963","urtABCDE","urea transport",882.027395,4
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",882.027395,4
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",1216.003067,12
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",1216.003067,12
"A_obeuntis_BEC335","K00122","fdhF","reductive acetogenesis",747.952823,32
"A_obeuntis_BEC335","K00266","gltBD","glutamate synthesis",723.674465,5
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",1354.454382,3
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",1336.317732,30
"A_obeuntis_BEC335","K00266","gltBD","glutamate synthesis",936.410307,11
"A_obeuntis_BEC335","K00611","argFGH","arginine synthesis",1191.622817,4
"A_obeuntis_BEC335","K11963","urtABCDE","urea transport",1956.066169,14
"A_obeuntis_BEC335","K11963","urtABCDE","urea transport",1079.640764,8
"A_obeuntis_BEC335","K00265","gltBD","glutamate synthesis",1065.941065,13
"A_obeuntis_BEC335","K00265","gltBD","glutamate synthesis",1065.941065,13
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",2142.635525,19
"A_obeuntis_BEC335","K15023","acsABCDE","reductive acetogenesis",1126.925827,52.184
"A_obeuntis_BEC335","K00266","gltBD","glutamate synthesis",1059.866775,26
"A_obeuntis_BEC335","K00370","narGHI","dissimilatory nitrate reduction",1059.866775,26
"A_obeuntis_BEC335","K00370","narGHI","dissimilatory nitrate reduction",842.117747,87
"A_obeuntis_BEC335","K00370","narGHI","dissimilatory nitrate reduction",842.117747,87
"A_obeuntis_BEC335","K00925","ack","reductive acetogenesis",915.938511,76
"A_obeuntis_BEC335","K00611","argFGH","arginine synthesis",954.104716,9
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",1113.59811,25
"A_obeuntis_BEC335","K11960","urtABCDE","urea transport",1113.59811,25
"A_obeuntis_BEC335","K00266","gltBD","glutamate synthesis",0,0
"A_obeuntis_BEC335","K11959","urtABCDE","urea transport",1554.954355,73
"A_obeuntis_BEC335","K00395","aprAB","sulfate reduction",4478.007641,13
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",1071.602259,22
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",1028.977872,18
"A_obeuntis_BEC335","K00266","gltBD","glutamate synthesis",815.337684,17
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",1473.85291,23
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",5198.150404,6
"A_obeuntis_BEC335","K00395","aprAB","sulfate reduction",1143.996584,15
"A_obeuntis_BEC335","K00395","aprAB","sulfate reduction",1143.996584,15
"A_obeuntis_BEC335","K11963","urtABCDE","urea transport",1344.744977,36
"A_obeuntis_BEC335","K00266","gltBD","glutamate synthesis",1040.01946,39
"A_obeuntis_BEC335","K00395","aprAB","sulfate reduction",1213.839645,91
"A_obeuntis_BEC335","K00266","gltBD","glutamate synthesis",661.352385,14
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",709.709543,6
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",1045.573633,30
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",574.044633,15
"A_obeuntis_BEC335","K00395","aprAB","sulfate reduction",830.910051,43
"A_obeuntis_BEC335","K00266","gltBD","glutamate synthesis",867.921337,47
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",784.588761,45
"A_obeuntis_BEC335","K00394","aprAB","sulfate reduction",354.668267,1
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",1636.05084,13
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",859.722018,31
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",711.057528,59
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",836.458906,24
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",836.458906,24
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",797.925284,22
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",797.925284,22
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",4018.333849,8
"A_obeuntis_BEC335","K00611","argFGH","arginine synthesis",1105.711481,25
"A_obeuntis_BEC335","K00371","narGHI","dissimilatory nitrate reduction",1039.897605,34
"A_obeuntis_BEC335","K00926","arcC","arginine synthesis",215.348034,1
"A_obeuntis_BEC335","K11960","urtABCDE","urea transport",215.348034,1
"A_obeuntis_BEC335","K11961","urtABCDE","urea transport",215.348034,1
"A_obeuntis_BEC335","K11959","urtABCDE","urea transport",215.348034,1
"A_obeuntis_BEC335","K11960","urtABCDE","urea transport",215.348034,1
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",215.348034,1
"A_obeuntis_BEC335","K11961","urtABCDE","urea transport",707.655348,16
"A_obeuntis_BEC335","K11963","urtABCDE","urea transport",799.785681,93
"A_obeuntis_BEC335","K00926","arcC","arginine synthesis",928.696168,32
"A_obeuntis_BEC335","K11960","urtABCDE","urea transport",891.603392,43
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",891.603392,43
"A_obeuntis_BEC335","K11963","urtABCDE","urea transport",619.549676,15
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",3192.014406,9
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",1147.936532,14
"A_obeuntis_BEC335","K11959","urtABCDE","urea transport",522.507774,17
"A_obeuntis_BEC335","K00266","gltBD","glutamate synthesis",1052.631776,27
"A_obeuntis_BEC335","K00395","aprAB","sulfate reduction",1052.631776,27
"A_obeuntis_BEC335","K00122","fdhF","reductive acetogenesis",810.668712,8
"A_obeuntis_BEC335","K00925","ack","reductive acetogenesis",1009.677414,28
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",4018.333849,8
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",4018.333849,8
"A_obeuntis_BEC335","K11180","dsrAB","sulfate reduction",1292.505624,94
"A_obeuntis_BEC335","K00370","narGHI","dissimilatory nitrate reduction",1340.747016,93
"A_obeuntis_BEC335","K00265","gltBD","glutamate synthesis",762.397446,48
"A_obeuntis_BEC335","K00266","gltBD","glutamate synthesis",711.046401,36
"A_obeuntis_BEC335","K00266","gltBD","glutamate synthesis",436.564262,17
"A_obeuntis_BEC335","K15023","acsABCDE","reductive acetogenesis",1460.168173,44
"A_obeuntis_BEC335","K00266","gltBD","glutamate synthesis",970.016236,21
"A_obeuntis_BEC335","K11963","urtABCDE","urea transport",664.432567,11
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",2622.678976,2
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",2622.678976,2
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",2184.384947,12
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",566.788072,7
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",1258.527797,48
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",450.624123,27
"A_obeuntis_BEC335","K11961","urtABCDE","urea transport",555.303447,17
"A_obeuntis_BEC335","K00370","narGHI","dissimilatory nitrate reduction",801.286794,67
"A_obeuntis_BEC335","K11962","urtABCDE","urea transport",1423.670668,29
"A_obeuntis_BEC335","K00625","pta","reductive acetogenesis",354.668267,1
"A_obeuntis_BEC335","K00395","aprAB","sulfate reduction",3231.912115,145
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",762.635292,24
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",762.635292,24
"A_obeuntis_BEC337","K11963","urtABCDE","urea transport",881.193419,47
"A_obeuntis_BEC337","K00395","aprAB","sulfate reduction",969.843164,66
"A_obeuntis_BEC337","K11963","urtABCDE","urea transport",851.287381,44
"A_obeuntis_BEC337","K11963","urtABCDE","urea transport",1357.786968,7
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",5678.129417,7
"A_obeuntis_BEC337","K00266","gltBD","glutamate synthesis",5678.129417,7
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",1015.970577,18
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",1015.970577,18
"A_obeuntis_BEC337","K00611","argFGH","arginine synthesis",1135.14419,13
"A_obeuntis_BEC337","K00611","argFGH","arginine synthesis",1129.149282,36
"A_obeuntis_BEC337","K00401","mcrABG","methanogenesis",453.223253,19
"A_obeuntis_BEC337","K00266","gltBD","glutamate synthesis",645.941377,11
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",755.546026,43
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",755.546026,43
"A_obeuntis_BEC337","K00395","aprAB","sulfate reduction",963.244716,58
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",1177.241598,33
"A_obeuntis_BEC337","K00395","aprAB","sulfate reduction",1251.342409,15
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",1212.373373,71
"A_obeuntis_BEC337","K00395","aprAB","sulfate reduction",4359.96347,37
"A_obeuntis_BEC337","K00197","acsABCDE","reductive acetogenesis",1906.59981,6
"A_obeuntis_BEC337","K11963","urtABCDE","urea transport",1004.962558,29
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",1333.017564,37
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",876.030014,9
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",0,0
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",0,0
"A_obeuntis_BEC337","K00370","narGHI","dissimilatory nitrate reduction",1196.656549,10
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",986.162844,29
"A_obeuntis_BEC337","K00266","gltBD","glutamate synthesis",956.660788,38
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",917.326375,16
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",917.326375,16
"A_obeuntis_BEC337","K00266","gltBD","glutamate synthesis",1121.802506,37
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",747.686555,37
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",938.004605,41
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",1332.20998,28
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",1332.20998,28
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",1379.788908,29
"A_obeuntis_BEC337","K00925","ack","reductive acetogenesis",612.474448,1
"A_obeuntis_BEC337","K00925","ack","reductive acetogenesis",927.676725,12
"A_obeuntis_BEC337","K00958","sat","sulfate reduction",1110.260507,1
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",319.15948,10
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",1479.065521,15
"A_obeuntis_BEC337","K11961","urtABCDE","urea transport",1046.882216,40
"A_obeuntis_BEC337","K00370","narGHI","dissimilatory nitrate reduction",5985.138943,14
"A_obeuntis_BEC337","K00395","aprAB","sulfate reduction",784.131446,25
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",1071.686389,38
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",2254.153957,13
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",690.27446,11
"A_obeuntis_BEC337","K11963","urtABCDE","urea transport",757.131214,61
"A_obeuntis_BEC337","K00266","gltBD","glutamate synthesis",715.498351,42
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",1213.482978,22
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",1133.238417,26
"A_obeuntis_BEC337","K11961","urtABCDE","urea transport",753.098541,44
"A_obeuntis_BEC337","K00122","fdhF","reductive acetogenesis",1367.04647,13
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",1688.226785,32
"A_obeuntis_BEC337","K11963","urtABCDE","urea transport",1767.552758,15
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",1035.843498,42
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",594.196282,33
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",1187.078615,16
"A_obeuntis_BEC337","K00926","arcC","arginine synthesis",979.64642,28
"A_obeuntis_BEC337","K15023","acsABCDE","reductive acetogenesis",1627.765264,7
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",1981.275384,10
"A_obeuntis_BEC337","K11962","urtABCDE","urea transport",742.205493,55
"Amitermes_sp_BEC323","K00194","acsABCDE","reductive acetogenesis",257.60552,5
"Amitermes_sp_BEC323","K00197","acsABCDE","reductive acetogenesis",257.60552,5
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",386.00981,27
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",1737.477705,13
"Amitermes_sp_BEC323","K11959","urtABCDE","urea transport",582.807051,88
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",225.842123,31
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",145.359888,13
"Amitermes_sp_BEC323","K00625","pta","reductive acetogenesis",581.809862,34
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",581.809862,34
"Amitermes_sp_BEC323","K00265","gltBD","glutamate synthesis",519.525719,5
"Amitermes_sp_BEC323","K00394","aprAB","sulfate reduction",519.525719,5
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",252.492287,36
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",1538.469114,22
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",508.893404,18
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",464.390814,44
"Amitermes_sp_BEC323","K11960","urtABCDE","urea transport",480.955633,69
"Amitermes_sp_BEC323","K11960","urtABCDE","urea transport",480.955633,69
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",480.955633,69
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",148.998681,45
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",678.857766,55
"Amitermes_sp_BEC323","K00926","arcC","arginine synthesis",2686.476053,45
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",227.595494,64
"Amitermes_sp_BEC323","K11960","urtABCDE","urea transport",2211.655726,15
"Amitermes_sp_BEC323","K11960","urtABCDE","urea transport",2211.655726,15
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",257.395072,7
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",301.952341,13
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",196.951177,30
"Amitermes_sp_BEC323","K00265","gltBD","glutamate synthesis",3859.239249,28
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",3859.239249,28
"Amitermes_sp_BEC323","K00265","gltBD","glutamate synthesis",3859.239249,28
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",3859.239249,28
"Amitermes_sp_BEC323","K11961","urtABCDE","urea transport",3859.239249,28
"Amitermes_sp_BEC323","K00265","gltBD","glutamate synthesis",3859.239249,28
"Amitermes_sp_BEC323","K11961","urtABCDE","urea transport",293.362825,12
"Amitermes_sp_BEC323","K00926","arcC","arginine synthesis",629.856835,2
"Amitermes_sp_BEC323","K11960","urtABCDE","urea transport",1066.351013,29
"Amitermes_sp_BEC323","K11963","urtABCDE","urea transport",588.685819,195
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",574.051386,76
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",432.145114,5
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",210.544845,22
"Amitermes_sp_BEC323","K00122","fdhF","reductive acetogenesis",489.927391,4
"Amitermes_sp_BEC323","K00265","gltBD","glutamate synthesis",713.779603,171
"Amitermes_sp_BEC323","K11959","urtABCDE","urea transport",713.779603,171
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",284.96709,27
"Amitermes_sp_BEC323","K11961","urtABCDE","urea transport",468.355723,12
"Amitermes_sp_BEC323","K00371","narGHI","dissimilatory nitrate reduction",315.525353,5
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",3851.890953,27
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",524.027111,29
"Amitermes_sp_BEC323","K00611","argFGH","arginine synthesis",379.467908,21
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",0,0
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",189.281813,15
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",1036.869651,46
"Amitermes_sp_BEC323","K14138","acsABCDE","reductive acetogenesis",230.988058,67
"Amitermes_sp_BEC323","K00122","fdhF","reductive acetogenesis",166.972359,19
"Amitermes_sp_BEC323","K00197","acsABCDE","reductive acetogenesis",308.571712,25
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",195.773243,13
"Amitermes_sp_BEC323","K00362","nirBD","dissimilatory nitrate reduction",306.970089,42
"Amitermes_sp_BEC323","K11961","urtABCDE","urea transport",722.395808,294
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",199.48106,28
"Amitermes_sp_BEC323","K00197","acsABCDE","reductive acetogenesis",603.519806,151
"Amitermes_sp_BEC323","K11960","urtABCDE","urea transport",595.451524,58
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",841.996463,20
"Amitermes_sp_BEC323","K11963","urtABCDE","urea transport",773.833005,293
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",515.211041,10
"Amitermes_sp_BEC323","K11960","urtABCDE","urea transport",1350.963124,40
"Amitermes_sp_BEC323","K11960","urtABCDE","urea transport",1350.963124,40
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",568.577268,37
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",568.577268,37
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",277.786609,93
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",910.096252,7
"Amitermes_sp_BEC323","K11963","urtABCDE","urea transport",753.696877,11
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",525.714043,193
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",525.714043,193
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",525.714043,193
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",525.714043,193
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",525.714043,193
"Amitermes_sp_BEC323","K00194","acsABCDE","reductive acetogenesis",268.606468,22
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",347.495714,20
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",621.769833,125
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",1580.136136,27
"Amitermes_sp_BEC323","K11961","urtABCDE","urea transport",1580.136136,27
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",252.448495,37
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",125.976622,27
"Amitermes_sp_BEC323","K11960","urtABCDE","urea transport",689.149866,5
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",339.667199,20
"Amitermes_sp_BEC323","K11963","urtABCDE","urea transport",348.114837,41
"Amitermes_sp_BEC323","K11963","urtABCDE","urea transport",586.452454,2
"Amitermes_sp_BEC323","K00926","arcC","arginine synthesis",394.8126,6
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",260.108035,19
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",385.961051,13
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",390.397143,139
"Amitermes_sp_BEC323","K00122","fdhF","reductive acetogenesis",358.456787,70
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",727.579044,10
"Amitermes_sp_BEC323","K11959","urtABCDE","urea transport",270.192625,8
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",91.538039,1
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",311.095279,23
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",1131.176846,1
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",210.982084,17
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",469.298781,16
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",469.298781,16
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",267.502394,18
"Amitermes_sp_BEC323","K11961","urtABCDE","urea transport",733.487282,14
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",207.047062,43
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",222.171633,18
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",639.759284,134
"Amitermes_sp_BEC323","K11960","urtABCDE","urea transport",1837.227715,15
"Amitermes_sp_BEC323","K00402","mcrABG","methanogenesis",267.502394,18
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",137.850736,13
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",137.850736,13
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",188.222027,10
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",630.088642,89
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",630.088642,89
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",1008.400438,75
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",252.773318,2
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",180.657875,42
"Amitermes_sp_BEC323","K00362","nirBD","dissimilatory nitrate reduction",641.233377,44
"Amitermes_sp_BEC323","K00362","nirBD","dissimilatory nitrate reduction",491.486794,79
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",321.606967,8
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",344.13921,48
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",311.067591,50
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",2543.504415,13
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",239.355287,16
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",233.271568,47
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",419.963166,19
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",322.638998,40
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",322.638998,40
"Amitermes_sp_BEC323","K11963","urtABCDE","urea transport",210.499116,5
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",158.13361,50
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",311.484266,64
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",172.180284,17
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",255.720718,18
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",274.013778,58
"Amitermes_sp_BEC323","K11963","urtABCDE","urea transport",460.708494,132
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",460.708494,132
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",349.982427,22
"Amitermes_sp_BEC323","K00266","gltBD","glutamate synthesis",349.982427,22
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",566.809123,65
"Amitermes_sp_BEC323","K00395","aprAB","sulfate reduction",313.488293,2
"Amitermes_sp_BEC323","K11962","urtABCDE","urea transport",233.696223,83
