"sample","keggid","gene","pathway","tpm","num_reads"
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",366.381945,58
"D_rubriceps_BEC350","K11960","urtABCDE","urea transport",298.744114,48
"D_rubriceps_BEC350","K00399","mcrABG","methanogenesis",793.144148,9
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",483.769359,51
"D_rubriceps_BEC350","K00122","fdhF","reductive acetogenesis",433.611852,13
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",212.80092,31
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",845.369685,16
"D_rubriceps_BEC350","K00395","aprAB","sulfate reduction",718.889052,15
"D_rubriceps_BEC350","K00297","metF","reductive acetogenesis",264.44666,26
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",391.578674,30
"D_rubriceps_BEC350","K11961","urtABCDE","urea transport",391.578674,30
"D_rubriceps_BEC350","K00197","acsABCDE","reductive acetogenesis",2581.391147,13
"D_rubriceps_BEC350","K00395","aprAB","sulfate reduction",2581.391147,13
"D_rubriceps_BEC350","K00395","aprAB","sulfate reduction",2581.391147,13
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",331.350896,79
"D_rubriceps_BEC350","K00625","pta","reductive acetogenesis",456.65753,17
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",456.65753,17
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",456.65753,17
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",456.65753,17
"D_rubriceps_BEC350","K11963","urtABCDE","urea transport",2405.307813,115
"D_rubriceps_BEC350","K00395","aprAB","sulfate reduction",394.18314,40
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",405.611892,17
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",405.611892,17
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",356.286252,144
"D_rubriceps_BEC350","K00394","aprAB","sulfate reduction",282.977615,19
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",282.977615,19
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",203.291824,9
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",202.141763,32
"D_rubriceps_BEC350","K11963","urtABCDE","urea transport",731.471443,52
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",481.652523,35
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",331.788901,52
"D_rubriceps_BEC350","K11963","urtABCDE","urea transport",577.786705,13
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",185.964955,13
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",439.798446,33
"D_rubriceps_BEC350","K11963","urtABCDE","urea transport",383.344413,33
"D_rubriceps_BEC350","K15023","acsABCDE","reductive acetogenesis",331.713459,19
"D_rubriceps_BEC350","K11963","urtABCDE","urea transport",1743.852122,82
"D_rubriceps_BEC350","K14138","acsABCDE","reductive acetogenesis",323.410608,1
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",718.889052,15
"D_rubriceps_BEC350","K00197","acsABCDE","reductive acetogenesis",3411.98782,89.85
"D_rubriceps_BEC350","K00395","aprAB","sulfate reduction",256.739943,22
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",3185.50682,126
"D_rubriceps_BEC350","K00395","aprAB","sulfate reduction",308.647877,34
"D_rubriceps_BEC350","K11960","urtABCDE","urea transport",284.570211,30
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",2288.675434,33
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",227.06358,2
"D_rubriceps_BEC350","K00395","aprAB","sulfate reduction",351.251764,24
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",459.300579,8
"D_rubriceps_BEC350","K00370","narGHI","dissimilatory nitrate reduction",459.300579,8
"D_rubriceps_BEC350","K00402","mcrABG","methanogenesis",611.054418,5
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",322.988029,25
"D_rubriceps_BEC350","K11963","urtABCDE","urea transport",280.87892,11
"D_rubriceps_BEC350","K00265","gltBD","glutamate synthesis",375.213133,40
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",395.73304,107
"D_rubriceps_BEC350","K11963","urtABCDE","urea transport",395.73304,107
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",736.59235,26
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",408.504544,45
"D_rubriceps_BEC350","K11960","urtABCDE","urea transport",408.504544,45
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",477.043997,71
"D_rubriceps_BEC350","K11963","urtABCDE","urea transport",373.24783,42
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",625.581458,62
"D_rubriceps_BEC350","K00395","aprAB","sulfate reduction",625.581458,62
"D_rubriceps_BEC350","K00265","gltBD","glutamate synthesis",328.005172,25
"D_rubriceps_BEC350","K00265","gltBD","glutamate synthesis",328.005172,25
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",328.005172,25
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",328.005172,25
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",1559.2854,117
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",291.028866,20
"D_rubriceps_BEC350","K00926","arcC","arginine synthesis",299.200446,28
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",629.76993,48
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",629.76993,48
"D_rubriceps_BEC350","K11961","urtABCDE","urea transport",243.430795,15
"D_rubriceps_BEC350","K00197","acsABCDE","reductive acetogenesis",772.580926,19
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",282.9796,41
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",131.127018,22
"D_rubriceps_BEC350","K00395","aprAB","sulfate reduction",285.91052,50
"D_rubriceps_BEC350","K00374","narGHI","dissimilatory nitrate reduction",291.915066,34
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",358.261528,43
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",283.813308,26
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",283.813308,26
"D_rubriceps_BEC350","K00122","fdhF","reductive acetogenesis",380.799158,43
"D_rubriceps_BEC350","K11963","urtABCDE","urea transport",357.499285,47
"D_rubriceps_BEC350","K00925","ack","reductive acetogenesis",401.906371,112
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",891.158434,7
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",3186.463649,11
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",209.585764,7
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",369.089729,51
"D_rubriceps_BEC350","K00395","aprAB","sulfate reduction",369.089729,51
"D_rubriceps_BEC350","K00395","aprAB","sulfate reduction",374.365956,34
"D_rubriceps_BEC350","K00958","sat","sulfate reduction",220.002062,10
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",361.800162,36
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",400.520126,16
"D_rubriceps_BEC350","K00611","argFGH","arginine synthesis",400.520126,16
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",400.520126,16
"D_rubriceps_BEC350","K11961","urtABCDE","urea transport",332.661386,12
"D_rubriceps_BEC350","K11960","urtABCDE","urea transport",225.455808,5
"D_rubriceps_BEC350","K00395","aprAB","sulfate reduction",192.963765,39
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",1315.806594,11
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",1315.806594,11
"D_rubriceps_BEC350","K00297","metF","reductive acetogenesis",1315.806594,11
"D_rubriceps_BEC350","K00395","aprAB","sulfate reduction",1315.806594,11
"D_rubriceps_BEC350","K00395","aprAB","sulfate reduction",738.465314,49
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",588.75596,86
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",237.433279,24
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",3668.181077,12
"D_rubriceps_BEC350","K11960","urtABCDE","urea transport",3668.181077,12
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",327.70798,63
"D_rubriceps_BEC350","K00122","fdhF","reductive acetogenesis",307.275818,33
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",307.275818,33
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",446.076206,48.435
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",725.279607,27
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",725.279607,27
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",3815.888593,5
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",560.089483,17
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",301.800619,5
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",315.747615,45
"D_rubriceps_BEC350","K00395","aprAB","sulfate reduction",611.054418,5
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",311.54907,46
"D_rubriceps_BEC350","K11963","urtABCDE","urea transport",311.54907,46
"D_rubriceps_BEC350","K11960","urtABCDE","urea transport",352.0419,31
"D_rubriceps_BEC350","K00122","fdhF","reductive acetogenesis",841.104057,6
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",618.703249,15
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",166.258391,13
"D_rubriceps_BEC350","K00925","ack","reductive acetogenesis",397.787903,49
"D_rubriceps_BEC350","K11960","urtABCDE","urea transport",397.787903,49
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",397.787903,49
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",397.787903,49
"D_rubriceps_BEC350","K00925","ack","reductive acetogenesis",397.787903,49
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",397.787903,49
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",257.27676,19
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",262.336879,70
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",928.165525,31
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",928.165525,31
"D_rubriceps_BEC350","K00611","argFGH","arginine synthesis",343.0608,34
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",413.38657,55
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",509.230244,36
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",509.230244,36
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",514.979876,36
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",514.979876,36
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",346.128447,69
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",507.736931,9
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",341.211765,66
"D_rubriceps_BEC350","K00395","aprAB","sulfate reduction",341.211765,66
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",847.327082,4
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",243.972924,6
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",243.972924,6
"D_rubriceps_BEC350","K00395","aprAB","sulfate reduction",583.055903,16
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",680.527658,32
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",293.943588,26
"D_rubriceps_BEC350","K11961","urtABCDE","urea transport",224.400334,21
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",224.400334,21
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",316.231727,14
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",580.221882,59.565
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",652.103645,5
"D_rubriceps_BEC350","K00611","argFGH","arginine synthesis",252.20757,9
"D_rubriceps_BEC350","K11963","urtABCDE","urea transport",584.233908,36
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",584.233908,36
"D_rubriceps_BEC350","K11961","urtABCDE","urea transport",223.825592,16
"D_rubriceps_BEC350","K00395","aprAB","sulfate reduction",223.825592,16
"D_rubriceps_BEC350","K00371","narGHI","dissimilatory nitrate reduction",737.287544,172
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",461.898473,25
"D_rubriceps_BEC350","K00371","narGHI","dissimilatory nitrate reduction",1055.3749,13
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",1055.3749,13
"D_rubriceps_BEC350","K00197","acsABCDE","reductive acetogenesis",338.673082,48
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",256.592517,23
"D_rubriceps_BEC350","K11961","urtABCDE","urea transport",586.872163,98
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",418.003917,19
"D_rubriceps_BEC350","K00611","argFGH","arginine synthesis",564.699512,25
"D_rubriceps_BEC350","K00266","gltBD","glutamate synthesis",497.868289,24
"D_rubriceps_BEC350","K11963","urtABCDE","urea transport",497.868289,24
"D_rubriceps_BEC350","K00197","acsABCDE","reductive acetogenesis",406.864061,62
"D_rubriceps_BEC350","K00926","arcC","arginine synthesis",251.697584,7
"D_rubriceps_BEC350","K11963","urtABCDE","urea transport",401.171468,51
"D_rubriceps_BEC350","K11963","urtABCDE","urea transport",416.222336,47
"D_rubriceps_BEC350","K11961","urtABCDE","urea transport",539.460133,59
"D_rubriceps_BEC350","K11960","urtABCDE","urea transport",606.839865,52
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",606.839865,52
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",606.839865,52
"D_rubriceps_BEC350","K00925","ack","reductive acetogenesis",2160.279844,128
"D_rubriceps_BEC350","K00611","argFGH","arginine synthesis",2160.279844,128
"D_rubriceps_BEC350","K11960","urtABCDE","urea transport",424.864616,52
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",424.864616,52
"D_rubriceps_BEC350","K11963","urtABCDE","urea transport",297.594077,43
"D_rubriceps_BEC350","K11962","urtABCDE","urea transport",473.808977,32
"D_rubriceps_BEC350","K00371","narGHI","dissimilatory nitrate reduction",194.433328,35
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",244.294198,22
"D_tamminensis_BEC324","K00394","aprAB","sulfate reduction",82.188563,20
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",121.527881,2
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",1997.336615,83
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",226.99162,38
"D_tamminensis_BEC324","K11959","urtABCDE","urea transport",576.325292,5
"D_tamminensis_BEC324","K00374","narGHI","dissimilatory nitrate reduction",576.325292,5
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",148.77334,56
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",286.160502,8
"D_tamminensis_BEC324","K11961","urtABCDE","urea transport",181.40365,57
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",231.322601,18
"D_tamminensis_BEC324","K15023","acsABCDE","reductive acetogenesis",878.757923,10
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",66.065176,7
"D_tamminensis_BEC324","K00265","gltBD","glutamate synthesis",859.677615,16
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",859.677615,16
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",193.959738,27
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",193.959738,27
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",193.959738,27
"D_tamminensis_BEC324","K00122","fdhF","reductive acetogenesis",135.033147,27
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",1272.963625,168
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",91.343615,18
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",227.458227,44
"D_tamminensis_BEC324","K00297","metF","reductive acetogenesis",130.496817,11
"D_tamminensis_BEC324","K15023","acsABCDE","reductive acetogenesis",130.496817,11
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",324.405895,59
"D_tamminensis_BEC324","K00395","aprAB","sulfate reduction",312.167768,57
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",312.167768,57
"D_tamminensis_BEC324","K00395","aprAB","sulfate reduction",312.167768,57
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",342.612334,97
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",190.23156,39
"D_tamminensis_BEC324","K11961","urtABCDE","urea transport",160.589887,27
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",249.510003,141.556
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",249.510003,141.556
"D_tamminensis_BEC324","K11961","urtABCDE","urea transport",408.515083,11
"D_tamminensis_BEC324","K00395","aprAB","sulfate reduction",200.206553,14
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",356.501382,37
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",356.501382,37
"D_tamminensis_BEC324","K00370","narGHI","dissimilatory nitrate reduction",145.562879,23
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",484.17749,45
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",86.716552,9
"D_tamminensis_BEC324","K00611","argFGH","arginine synthesis",206.056375,15
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",264.283219,13
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",264.283219,13
"D_tamminensis_BEC324","K00362","nirBD","dissimilatory nitrate reduction",659.451244,12
"D_tamminensis_BEC324","K00394","aprAB","sulfate reduction",659.451244,12
"D_tamminensis_BEC324","K00611","argFGH","arginine synthesis",239.211855,98
"D_tamminensis_BEC324","K00925","ack","reductive acetogenesis",239.211855,98
"D_tamminensis_BEC324","K00611","argFGH","arginine synthesis",239.211855,98
"D_tamminensis_BEC324","K00926","arcC","arginine synthesis",239.211855,98
"D_tamminensis_BEC324","K14138","acsABCDE","reductive acetogenesis",468.333528,18
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",468.333528,18
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",195.97869,4
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",262.994458,95
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",262.994458,95
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",250.140087,14
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",250.140087,14
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",162.219189,41
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",118.564845,43
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",392.114384,113
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",378.156069,51
"D_tamminensis_BEC324","K15023","acsABCDE","reductive acetogenesis",378.156069,51
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",221.964499,24
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",198.585972,41
"D_tamminensis_BEC324","K00297","metF","reductive acetogenesis",117.799575,7
"D_tamminensis_BEC324","K00374","narGHI","dissimilatory nitrate reduction",1425.423926,169.577
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",66.733424,9
"D_tamminensis_BEC324","K00395","aprAB","sulfate reduction",222.085635,20
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",300.306554,6
"D_tamminensis_BEC324","K11961","urtABCDE","urea transport",361.724566,48
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",361.724566,48
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",910.380036,25
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",240.450514,22
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",117.52143,15
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",117.52143,15
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",211.038235,86
"D_tamminensis_BEC324","K11961","urtABCDE","urea transport",211.038235,86
"D_tamminensis_BEC324","K00394","aprAB","sulfate reduction",106.506699,30
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",210.762923,14
"D_tamminensis_BEC324","K00395","aprAB","sulfate reduction",87.875792,1
"D_tamminensis_BEC324","K00122","fdhF","reductive acetogenesis",202.089427,54
"D_tamminensis_BEC324","K00362","nirBD","dissimilatory nitrate reduction",179.460265,56
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",179.460265,56
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",204.086037,29
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",204.086037,29
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",204.086037,29
"D_tamminensis_BEC324","K00362","nirBD","dissimilatory nitrate reduction",296.247906,14
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",292.790114,17
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",198.075949,27
"D_tamminensis_BEC324","K11961","urtABCDE","urea transport",130.964778,17
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",131.294252,31
"D_tamminensis_BEC324","K00370","narGHI","dissimilatory nitrate reduction",125.802529,8
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",142.408979,19
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",307.731577,78
"D_tamminensis_BEC324","K00374","narGHI","dissimilatory nitrate reduction",178.606491,33
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",120.01048,22
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",150.195503,7
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",84.201624,13
"D_tamminensis_BEC324","K11961","urtABCDE","urea transport",195.802452,9
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",249.573548,49
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",135.055993,23
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",295.363065,138.52
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",795.938737,276
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",0,0
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",389.230738,5
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",3833.103139,420
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",311.201695,62
"D_tamminensis_BEC324","K00362","nirBD","dissimilatory nitrate reduction",264.542505,55
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",264.542505,55
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",384.332352,51
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",103.74386,38
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",435.04139,126
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",435.04139,126
"D_tamminensis_BEC324","K00374","narGHI","dissimilatory nitrate reduction",135.534099,37
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",155.515708,60
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",60.76394,1
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",354.834425,102
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",71.883752,19
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",1895.263029,183
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",202.934627,35
"D_tamminensis_BEC324","K00395","aprAB","sulfate reduction",1288.22627,91
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",122.039126,62
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",226.583186,8
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",134.038386,30
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",157.231845,56
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",540.85096,16
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",620.026124,36
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",283.228983,10
"D_tamminensis_BEC324","K00395","aprAB","sulfate reduction",125.35245,48
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",0,0
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",193.742411,40
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",350.808774,43
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",124.011791,5
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",125.289504,6
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",282.36402,16
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",309.230654,71
"D_tamminensis_BEC324","K00395","aprAB","sulfate reduction",256.228338,92
"D_tamminensis_BEC324","K00395","aprAB","sulfate reduction",256.228338,92
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",308.840113,14
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",182.291821,3
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",237.237681,38
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",374.21741,6
"D_tamminensis_BEC324","K00395","aprAB","sulfate reduction",1918.49664,231
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",126.610099,32
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",96.441329,34
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",807.60438,64
"D_tamminensis_BEC324","K00395","aprAB","sulfate reduction",413.151097,22
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",241.420557,101
"D_tamminensis_BEC324","K00197","acsABCDE","reductive acetogenesis",112.425195,25
"D_tamminensis_BEC324","K00395","aprAB","sulfate reduction",2513.81794,539
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",2513.81794,539
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",2513.81794,539
"D_tamminensis_BEC324","K00611","argFGH","arginine synthesis",176.444945,15
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",156.595898,56
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",336.690893,42
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",336.690893,42
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",135.14629,28
"D_tamminensis_BEC324","K00265","gltBD","glutamate synthesis",236.646591,6
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",235.947058,25
"D_tamminensis_BEC324","K11961","urtABCDE","urea transport",162.635827,8
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",162.635827,8
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",202.76227,25
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",77.846148,1
"D_tamminensis_BEC324","K00394","aprAB","sulfate reduction",248.304429,87
"D_tamminensis_BEC324","K00362","nirBD","dissimilatory nitrate reduction",248.304429,87
"D_tamminensis_BEC324","K00370","narGHI","dissimilatory nitrate reduction",248.304429,87
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",248.304429,87
"D_tamminensis_BEC324","K11961","urtABCDE","urea transport",168.226047,16
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",168.226047,16
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",168.226047,16
"D_tamminensis_BEC324","K11961","urtABCDE","urea transport",97.188015,11
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",164.530002,21
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",227.535371,149
"D_tamminensis_BEC324","K00625","pta","reductive acetogenesis",227.535371,149
"D_tamminensis_BEC324","K00266","gltBD","glutamate synthesis",227.535371,149
"D_tamminensis_BEC324","K11963","urtABCDE","urea transport",274.771352,5
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",193.824195,2
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",130.150611,20
"D_tamminensis_BEC324","K11960","urtABCDE","urea transport",139.972943,29
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",101.726736,16
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",343.961187,28
"D_tamminensis_BEC324","K11962","urtABCDE","urea transport",308.724975,143
