"sample","cazyme","tpm","num_reads"
"D_tamminensis_BEC324","GT11",428.630282,4
"D_tamminensis_BEC324","GH65",139.038959,64
"D_tamminensis_BEC324","GT4",249.573548,49
"D_tamminensis_BEC324","GH13_31",2607.503734,248
"D_tamminensis_BEC324","GH66",2607.503734,248
"D_tamminensis_BEC324","GH10",270.9809,18
"D_tamminensis_BEC324","GH10",137.810597,44
"D_tamminensis_BEC324","GT4",157.481385,57
"D_tamminensis_BEC324","GT4",435.04139,126
"D_tamminensis_BEC324","GT2_Glycos_transf_2",135.534099,37
"D_tamminensis_BEC324","GT8",135.534099,37
"D_tamminensis_BEC324","GT2_Glycos_transf_2",127.893239,24
"D_tamminensis_BEC324","GT4",127.893239,24
"D_tamminensis_BEC324","GT2_Glycos_transf_2",329.385758,58
"D_tamminensis_BEC324","GH13_20",64.755318,24
"D_tamminensis_BEC324","GT4",294.794384,20
"D_tamminensis_BEC324","GH31_3",238.914529,21
"D_tamminensis_BEC324","GH31_3",238.914529,21
"D_tamminensis_BEC324","GT11",120.92349,31
"D_tamminensis_BEC324","GH127",169.631342,23
"D_tamminensis_BEC324","GH130_1",153.550389,6
"D_tamminensis_BEC324","GH5_4",130.043838,45
"D_tamminensis_BEC324","GH3",277.591714,24
"D_tamminensis_BEC324","GH78",241.420557,101
"D_tamminensis_BEC324","GH53",253.288771,11
"D_tamminensis_BEC324","GH31_3",317.087984,54
"D_tamminensis_BEC324","CE9",249.711073,53
"D_tamminensis_BEC324","GH29",249.711073,53
"D_tamminensis_BEC324","GH4",249.711073,53
"D_tamminensis_BEC324","GH57",257.697174,26
"D_tamminensis_BEC324","GT2_Glycos_transf_2",156.595898,56
"D_tamminensis_BEC324","GH8",248.304429,87
"D_tamminensis_BEC324","GH28",121.089007,25
"D_tamminensis_BEC324","GH65",121.089007,25
"D_tamminensis_BEC324","GH65",121.089007,25
"D_tamminensis_BEC324","GT2_Glycos_transf_2",156.982618,34
"D_tamminensis_BEC324","GH3",1666.779919,38
"D_tamminensis_BEC324","GH94",227.535371,149
"D_tamminensis_BEC324","GH43_35",150.276986,62
"D_tamminensis_BEC324","GH28",244.456749,83
"D_tamminensis_BEC324","GH65",244.456749,83
"D_tamminensis_BEC324","GH36",176.663458,14
"D_tamminensis_BEC324","GH94",118.705482,47
"D_tamminensis_BEC324","GT2_Glycos_transf_2",1803.720022,26
"D_tamminensis_BEC324","GT2_Glycos_transf_2",255.606435,5
"D_tamminensis_BEC324","GH13_44",233.277962,145
"D_tamminensis_BEC324","GH65",114.601474,53
"D_tamminensis_BEC324","GT11",130.13492,8
"D_tamminensis_BEC324","GT17",130.13492,8
"D_tamminensis_BEC324","GH2",253.656505,185
"D_tamminensis_BEC324","GH53",93.748947,34
"D_tamminensis_BEC324","GT51",949.098682,6
"D_tamminensis_BEC324","GH3",165.483749,66
"D_tamminensis_BEC324","GH51_1",387.072007,62
"D_tamminensis_BEC324","GH43_4",387.072007,62
"D_tamminensis_BEC324","GT5",155.543155,41
"D_tamminensis_BEC324","GH13_39",235.731455,26
"D_tamminensis_BEC324","GH32",68.287239,18
"D_tamminensis_BEC324","GT2_Glycos_transf_2",154.004383,71
"D_tamminensis_BEC324","GH13_31",349.507603,34
"D_tamminensis_BEC324","GH51_1",182.595788,41
"D_tamminensis_BEC324","GH13_31",299.478275,18
"D_tamminensis_BEC324","GH13_44",100.911615,32
"D_tamminensis_BEC324","GT84",94.352238,45
"D_tamminensis_BEC324","GH94",94.352238,45
"D_tamminensis_BEC324","GH13_9",119.709905,39
"D_tamminensis_BEC324","GH115",242.592,155
"D_tamminensis_BEC324","GH51_1",242.251767,36
"D_tamminensis_BEC324","GH2",409.706865,31
"D_tamminensis_BEC324","GT2_Glyco_tranf_2_5",459.615131,7
"D_tamminensis_BEC324","GH2",255.240255,85
"D_tamminensis_BEC324","GT51",408.970295,8
"D_tamminensis_BEC324","GT11",500.510923,10
"D_tamminensis_BEC324","GT101",261.442132,26
"D_tamminensis_BEC324","GH127",218.932174,106
"D_tamminensis_BEC324","GH127",218.932174,106
"D_tamminensis_BEC324","GH13_31",138.788649,41
"D_tamminensis_BEC324","GH3",191.76139,11
"D_tamminensis_BEC324","GH65",137.900292,18
"D_tamminensis_BEC324","GH13_39",142.023625,55
"D_tamminensis_BEC324","GT5",142.023625,55
"D_tamminensis_BEC324","GH53",136.451613,56
"D_tamminensis_BEC324","GT8",85.788077,21
"D_tamminensis_BEC324","GT42",82.895213,11
"D_tamminensis_BEC324","GT51",191.209643,28
"D_tamminensis_BEC324","GT5",191.209643,28
"D_tamminensis_BEC324","GH16_3",79.019629,13
"D_tamminensis_BEC324","CE20",86.690963,10
"D_tamminensis_BEC324","GH3",86.690963,10
"D_tamminensis_BEC324","GH78",125.379687,17
"D_tamminensis_BEC324","GH5_52",49.978727,1
"D_tamminensis_BEC324","GH94",155.196805,50
"D_tamminensis_BEC324","GH23",265.319629,44.416
"D_tamminensis_BEC324","GH43_26",168.712828,28
"D_tamminensis_BEC324","GH2",109.407017,54
"D_tamminensis_BEC324","GH88",144.373787,32
"D_tamminensis_BEC325","GH115",1366.708452,95
"D_tamminensis_BEC325","GH5_4",1973.078588,6
"D_tamminensis_BEC325","GH13_20",1436.025199,15
"D_tamminensis_BEC325","GH94",1044.693519,26
"D_tamminensis_BEC325","GH13_9",1051.255784,59
"D_tamminensis_BEC325","GH23",1884.335472,16
"D_tamminensis_BEC325","GH127",1701.640567,41
"D_tamminensis_BEC325","GH8",9079.239217,13
"D_tamminensis_BEC325","GT4",1260.647032,39
"D_tamminensis_BEC325","GT4",1475.866966,54
"D_tamminensis_BEC325","GT111",1475.866966,54
"D_tamminensis_BEC326","GH10",803.542652,43
"D_tamminensis_BEC326","GT51",1562.465583,4
"D_tamminensis_BEC326","GT28",1308.846162,25
"D_tamminensis_BEC326","GH11",2576.343675,20
"D_tamminensis_BEC326","GT2_Glycos_transf_2",2810.319498,149
"D_tamminensis_BEC326","GH94",292.928593,15
"D_tamminensis_BEC326","GH154",960.973089,50
"D_tamminensis_BEC326","GH53",3785.470163,21
"D_tamminensis_BEC326","GH13_36",3785.470163,21
"D_tamminensis_BEC326","GH5_4",1530.346124,34
"D_tamminensis_BEC326","GH13_20",1543.526545,31
"D_tamminensis_BEC326","GH115",1543.526545,31
"D_tamminensis_BEC326","GT4",1543.526545,31
"D_tamminensis_BEC326","GH3",1866.705292,166
"D_tamminensis_BEC326","GT4",1866.705292,166
"D_tamminensis_BEC326","GH43_1",1210.262413,54
"D_tamminensis_BEC326","GH4",387.63767,24
"D_tamminensis_BEC326","GT2_Glycos_transf_2",1661.626493,6
"D_tamminensis_BEC326","GT4",7216.203431,32
"D_tamminensis_BEC326","GT10",7216.203431,32
"D_tamminensis_BEC326","GT2_Glycos_transf_2",7216.203431,32
"D_tamminensis_BEC326","GT2_Glycos_transf_2",7216.203431,32
"D_tamminensis_BEC326","GT35",326.893914,40
"D_tamminensis_BEC326","GH120",1376.143284,15
"D_tamminensis_BEC326","GH3",338.303458,39
"D_tamminensis_BEC326","GH94",862.562388,101
"D_tamminensis_BEC326","GH8",1947.925835,8
"D_tamminensis_BEC326","GH77",870.63283,79
"D_tamminensis_BEC326","GH13_39",870.63283,79
"D_tamminensis_BEC326","GH13_9",870.63283,79
"D_tamminensis_BEC326","GT5",870.63283,79
"D_tamminensis_BEC326","GT35",870.63283,79
"D_tamminensis_BEC326","GT8",1724.072435,9
"D_tamminensis_BEC326","GT8",1724.072435,9
"D_tamminensis_BEC326","GH26",1533.246541,102
"D_tamminensis_BEC326","GH9",7501.693119,74
"D_tamminensis_BEC326","GH127",4914.436806,85
"D_tamminensis_BEC326","GT4",4914.436806,85
"D_tamminensis_BEC326","GT5",552.40858,12
"D_tamminensis_BEC326","GH39",2330.511467,56
"D_tamminensis_BEC326","GH51_1",858.745013,27
"D_tamminensis_BEC326","GH43_35",858.745013,27
"D_tamminensis_BEC326","GT10",6671.754324,13
"D_tamminensis_BEC326","GT10",6671.754324,13
"D_tamminensis_BEC326","GT2_Glycos_transf_2",1504.708746,83
"D_tamminensis_BEC326","GH94",3334.154466,22
"D_tamminensis_BEC326","GH2",2681.890454,14
"D_tamminensis_BEC326","GH31_3",2681.890454,14
"D_tamminensis_BEC326","GH3",2681.890454,14
"D_tamminensis_BEC327","GT4",671.157041,23
"D_tamminensis_BEC327","GH65",535.340682,59
"D_tamminensis_BEC327","GH65",535.340682,59
"D_tamminensis_BEC327","GH120",825.456691,14
"D_tamminensis_BEC327","GH5_2",731.162548,34
"D_tamminensis_BEC327","GT2_Glycos_transf_2",602.330107,32
"D_tamminensis_BEC327","GT35",644.209439,49
"D_tamminensis_BEC327","GH13_14",642.836309,94
"D_tamminensis_BEC327","GH13_28",642.836309,94
"D_tamminensis_BEC327","GH127",413.270741,40
"D_tamminensis_BEC327","GH94",717.561633,38
"D_tamminensis_BEC327","GH13_9",1123.309066,14
"D_tamminensis_BEC327","GH43_1",736.592968,32
"D_tamminensis_BEC327","GH53",451.371757,1
"D_tamminensis_BEC327","GT2_Glycos_transf_2",783.64594,19
"D_tamminensis_BEC327","GT8",806.587252,36
"D_tamminensis_BEC327","GH9",982.538353,31
"D_tamminensis_BEC327","GT111",1287.601075,38
"D_tamminensis_BEC327","GT2_Glycos_transf_2",5122.762078,3
"D_tamminensis_BEC327","GH31_4",2719.242422,4
"D_tamminensis_BEC327","GH94",600.697094,76
"D_tamminensis_BEC327","GH51_1",724.273726,45
"D_tamminensis_BEC327","GH105",1000.616513,45
"D_tamminensis_BEC327","GH3",884.330005,27
"D_tamminensis_BEC327","GH29",586.15485,17
"D_tamminensis_BEC327","GH43_10",586.15485,17
"D_tamminensis_BEC327","GH5_4",392.630439,34
"D_tamminensis_BEC327","GH23",612.687895,16
"D_tamminensis_BEC327","GT4",873.051416,36
"D_tamminensis_BEC327","GH13_20",729.259224,38
"D_tamminensis_BEC327","GT4",729.259224,38
"D_tamminensis_BEC327","GH3",541.636697,70
"D_tamminensis_BEC327","GH77",659.252014,18
